Page: 1
https://api.github.com/repos/apple/swift/stargazers?page=1&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
https://api.github.com/repos/apple/swift/stargazers?page=7&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2015-12-03T16:47:36Z - bclymer
2015-12-03T16:47:37Z - patricks
2015-12-03T16:47:37Z - delannoyk
2015-12-03T16:47:38Z - sger
2015-12-03T16:47:40Z - tkersey
2015-12-03T16:47:40Z - betzerra
2015-12-03T16:47:41Z - RickyRomero
2015-12-03T16:47:43Z - abrahamvelazquez
2015-12-03T16:47:44Z - fortytw2
2015-12-03T16:47:45Z - aaronhe42
2015-12-03T16:47:45Z - alasdairlaw
2015-12-03T16:47:45Z - mrniket
2015-12-03T16:47:45Z - epy0n0ff
2015-12-03T16:47:46Z - devongovett
2015-12-03T16:47:46Z - jeffh
2015-12-03T16:47:47Z - duemunk
2015-12-03T16:47:47Z - brianmichel
2015-12-03T16:47:47Z - javierbyte
2015-12-03T16:47:48Z - okiess
2015-12-03T16:47:49Z - Limero
2015-12-03T16:47:50Z - fouquet
2015-12-03T16:47:50Z - sebastienpires
2015-12-03T16:47:52Z - marmelroy
2015-12-03T16:47:52Z - malkomalko
2015-12-03T16:47:53Z - caitp
2015-12-03T16:47:54Z - dsoreilly
2015-12-03T16:47:55Z - ayanonagon
2015-12-03T16:47:57Z - batalia
2015-12-03T16:47:57Z - terox
2015-12-03T16:47:57Z - SamBellerose
Page: 8
https://api.github.com/repos/apple/swift/stargazers?page=8&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2015-12-03T16:47:59Z - smazurov
2015-12-03T16:47:59Z - yawnt
2015-12-03T16:47:59Z - heach
2015-12-03T16:47:59Z - JimGeek
2015-12-03T16:48:01Z - Feliix42
2015-12-03T16:48:01Z - SlaunchaMan
2015-12-03T16:48:03Z - MartinRGB
2015-12-03T16:48:03Z - nunogoncalves
2015-12-03T16:48:06Z - int-tt
2015-12-03T16:48:06Z - tristen
2015-12-03T16:48:06Z - connor
2015-12-03T16:48:07Z - qmchenry
2015-12-03T16:48:10Z - samnung
2015-12-03T16:48:11Z - bencochran
2015-12-03T16:48:11Z - danreedy
2015-12-03T16:48:11Z - benkraus
2015-12-03T16:48:12Z - rad3ks
2015-12-03T16:48:12Z - maherali
2015-12-03T16:48:13Z - paulyoung
2015-12-03T16:48:14Z - hugs
2015-12-03T16:48:15Z - gustavosaume
2015-12-03T16:48:16Z - romanroibu
2015-12-03T16:48:16Z - keatongreve
2015-12-03T16:48:16Z - hkalexling
2015-12-03T16:48:18Z - DeepAnchor
2015-12-03T16:48:19Z - pachun
2015-12-03T16:48:21Z - indisoluble
2015-12-03T16:48:22Z - Jasdev
2015-12-03T16:48:22Z - seanchas116
2015-12-03T16:48:23Z - pkluz
Page: 9
https://api.github.com/repos/apple/swift/stargazers?page=9&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2015-12-03T16:48:26Z - AgtLucas
2015-12-03T16:48:31Z - mcgraw
2015-12-03T16:48:34Z - tysonbowman
2015-12-03T16:48:34Z - wgyn
2015-12-03T16:48:35Z - jpm
2015-12-03T16:48:35Z - Fogh
2015-12-03T16:48:36Z - yucchiy
2015-12-03T16:48:37Z - lukabratos
2015-12-03T16:48:38Z - allsome
2015-12-03T16:48:39Z - bzmario
2015-12-03T16:48:40Z - dowhilenet
2015-12-03T16:48:43Z - stephencelis
2015-12-03T16:48:43Z - elieteyssedou
2015-12-03T16:48:44Z - morganchen12
2015-12-03T16:48:45Z - tbartelmess
2015-12-03T16:48:47Z - williambout
2015-12-03T16:48:47Z - ibireme
2015-12-03T16:48:49Z - colemancda
2015-12-03T16:48:49Z - asmod3us
2015-12-03T16:48:49Z - infiniteNIL
2015-12-03T16:48:50Z - andrewhathaway
2015-12-03T16:48:52Z - qinbingchen
2015-12-03T16:48:52Z - JiriTrecak
2015-12-03T16:48:55Z - kevin-hirsch
2015-12-03T16:48:56Z - paulwilde
2015-12-03T16:49:00Z - wviana
2015-12-03T16:49:00Z - oney
2015-12-03T16:49:01Z - arthurschiller
2015-12-03T16:49:06Z - cockscomb
2015-12-03T16:49:07Z - Dan2552
Page: 10
https://api.github.com/repos/apple/swift/stargazers?page=10&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2015-12-03T16:49:07Z - JFKingsley
2015-12-03T16:49:08Z - jar-son
2015-12-03T16:49:08Z - au5ton
2015-12-03T16:49:10Z - igorescobar
2015-12-03T16:49:11Z - bjtitus
2015-12-03T16:49:12Z - Kacper20
2015-12-03T16:49:12Z - liupengpanda
2015-12-03T16:49:15Z - benjamingr
2015-12-03T16:49:16Z - hawkfalcon
2015-12-03T16:49:17Z - rkrdo
2015-12-03T16:49:17Z - freefrancisco
2015-12-03T16:49:19Z - slykas
2015-12-03T16:49:19Z - ianolito
2015-12-03T16:49:23Z - djmckee
2015-12-03T16:49:23Z - jusmat
2015-12-03T16:49:24Z - kitasuke
2015-12-03T16:49:24Z - djbriane
2015-12-03T16:49:25Z - olivierlacan
2015-12-03T16:49:26Z - leopic
2015-12-03T16:49:26Z - kastiglione
2015-12-03T16:49:27Z - vittoriom
2015-12-03T16:49:27Z - dgryski
2015-12-03T16:49:27Z - randallagordon
2015-12-03T16:49:28Z - yvt
2015-12-03T16:49:28Z - nikolenkoanton92
2015-12-03T16:49:29Z - shagedorn
2015-12-03T16:49:30Z - yysskk
2015-12-03T16:49:31Z - yuanhao
2015-12-03T16:49:35Z - jfilipe
2015-12-03T16:49:36Z - dmerrick
Page: 11
https://api.github.com/repos/apple/swift/stargazers?page=11&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2015-12-03T16:49:37Z - franzf
2015-12-03T16:49:38Z - janweinkauff
2015-12-03T16:49:42Z - 0legg
2015-12-03T16:49:43Z - Dschee
2015-12-03T16:49:46Z - hph
2015-12-03T16:49:47Z - christophemaximin
2015-12-03T16:49:48Z - runjumpkick
2015-12-03T16:49:49Z - acdlite
2015-12-03T16:49:49Z - masuhara
2015-12-03T16:49:51Z - mstfy
2015-12-03T16:49:51Z - yannickl
2015-12-03T16:49:52Z - domenicosolazzo
2015-12-03T16:49:53Z - nasakinmaxim
2015-12-03T16:49:53Z - mrtnrst
2015-12-03T16:49:55Z - Knight1
2015-12-03T16:49:56Z - jchahoud
2015-12-03T16:49:57Z - pvzig
2015-12-03T16:49:59Z - Vaberer
2015-12-03T16:50:00Z - pswenson
2015-12-03T16:50:02Z - BasThomas
2015-12-03T16:50:02Z - ikesyo
2015-12-03T16:50:02Z - FWMarc
2015-12-03T16:50:03Z - arcxyz
2015-12-03T16:50:03Z - davidask
2015-12-03T16:50:03Z - yuankaiz
2015-12-03T16:50:03Z - gurongkang
2015-12-03T16:50:04Z - omatty198
2015-12-03T16:50:07Z - isaced
2015-12-03T16:50:08Z - daneah
2015-12-03T16:50:08Z - maxadamski
Page: 12
https://api.github.com/repos/apple/swift/stargazers?page=12&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2015-12-03T16:50:08Z - Taiki-San
2015-12-03T16:50:10Z - xipasduarte
2015-12-03T16:50:15Z - karanshah
2015-12-03T16:50:15Z - alexcosmin
2015-12-03T16:50:15Z - bsguru84
2015-12-03T16:50:17Z - andrew
2015-12-03T16:50:17Z - douglas-ferreira-ifood
2015-12-03T16:50:18Z - sevenlol
2015-12-03T16:50:18Z - SkyTrix
2015-12-03T16:50:19Z - mattt
2015-12-03T16:50:21Z - krzyzanowskim
2015-12-03T16:50:21Z - ryanolsonk
2015-12-03T16:50:23Z - go1t
2015-12-03T16:50:25Z - hikari-no-yume
2015-12-03T16:50:25Z - RLovelett
2015-12-03T16:50:30Z - luish
2015-12-03T16:50:33Z - JonasGessner
2015-12-03T16:50:33Z - okoala
2015-12-03T16:50:36Z - murrayrush
2015-12-03T16:50:37Z - mouhcine
2015-12-03T16:50:37Z - akashivskyy
2015-12-03T16:50:38Z - Viewtiful
2015-12-03T16:50:40Z - mgratzer
2015-12-03T16:50:40Z - renfeisong
2015-12-03T16:50:41Z - kannuyou
2015-12-03T16:50:43Z - prateekbhatt
2015-12-03T16:50:43Z - s-faychatelard
2015-12-03T16:50:48Z - EvgenyKarkan
2015-12-03T16:50:48Z - marlonandrade
2015-12-03T16:50:49Z - neoshiva
Page: 13
https://api.github.com/repos/apple/swift/stargazers?page=13&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2015-12-03T16:50:49Z - wangshengjia
2015-12-03T16:50:51Z - gcrabtree
2015-12-03T16:50:53Z - songgao
2015-12-03T16:50:53Z - hako
2015-12-03T16:50:54Z - MSylvia
2015-12-03T16:50:54Z - simonlee2
2015-12-03T16:50:54Z - davebrace
2015-12-03T16:50:55Z - dleehr
2015-12-03T16:50:55Z - karloscarweber
2015-12-03T16:50:55Z - tttpeng
2015-12-03T16:50:56Z - mspangler
2015-12-03T16:50:56Z - gbrhaz
2015-12-03T16:50:58Z - greenie
2015-12-03T16:50:58Z - ljfantin
2015-12-03T16:51:01Z - thejameskyle
2015-12-03T16:51:03Z - mythz
2015-12-03T16:51:03Z - ahmetws
2015-12-03T16:51:04Z - Ferrari
2015-12-03T16:51:04Z - marcinmatczuk
2015-12-03T16:51:07Z - danirod
2015-12-03T16:51:07Z - yuta-t
2015-12-03T16:51:07Z - ishkawa
2015-12-03T16:51:12Z - k0nserv
2015-12-03T16:51:17Z - dlbuckley
2015-12-03T16:51:17Z - rad182
2015-12-03T16:51:17Z - nick130586
2015-12-03T16:51:19Z - gose
2015-12-03T16:51:20Z - eatonphil
2015-12-03T16:51:21Z - ArtSabintsev
2015-12-03T16:51:22Z - WooD1k
Page: 14
https://api.github.com/repos/apple/swift/stargazers?page=14&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2015-12-03T16:51:24Z - dweinstein
2015-12-03T16:51:24Z - mariusschulz
2015-12-03T16:51:32Z - lucasmarcos
2015-12-03T16:51:33Z - nikf
2015-12-03T16:51:39Z - danilotorrisi
2015-12-03T16:51:40Z - bradpurchase
2015-12-03T16:51:41Z - angelodipaolo
2015-12-03T16:51:42Z - honghaoz
2015-12-03T16:51:44Z - verath
2015-12-03T16:51:44Z - xuyanjoseph
2015-12-03T16:51:45Z - porsager
2015-12-03T16:51:48Z - zackva
2015-12-03T16:51:49Z - aryaxt
2015-12-03T16:51:52Z - JohnSundell
2015-12-03T16:51:52Z - scanf
2015-12-03T16:51:52Z - whymarrh
2015-12-03T16:51:52Z - valeriomazzeo
2015-12-03T16:51:53Z - DRosadoYew
2015-12-03T16:51:54Z - dcamilleri
2015-12-03T16:51:54Z - foskon
2015-12-03T16:51:57Z - waynedahlberg
2015-12-03T16:51:57Z - ricardopereira
2015-12-03T16:51:58Z - saghul
2015-12-03T16:52:00Z - joelburget
2015-12-03T16:52:02Z - lypiut
2015-12-03T16:52:03Z - pmandia
2015-12-03T16:52:04Z - ashrayjain
2015-12-03T16:52:05Z - pyro2927
2015-12-03T16:52:06Z - jackwu95
2015-12-03T16:52:06Z - beriberikix
Page: 15
https://api.github.com/repos/apple/swift/stargazers?page=15&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2015-12-03T16:52:07Z - portellaa
2015-12-03T16:52:09Z - Pent
2015-12-03T16:52:10Z - sindresorhus
2015-12-03T16:52:12Z - dingua
2015-12-03T16:52:13Z - palcu
2015-12-03T16:52:14Z - aksiksi
2015-12-03T16:52:18Z - connorshea
2015-12-03T16:52:18Z - kkk669
2015-12-03T16:52:19Z - razh
2015-12-03T16:52:19Z - fjbelchi
2015-12-03T16:52:20Z - aleksandergrzyb
2015-12-03T16:52:20Z - complexityclass
2015-12-03T16:52:21Z - zkirill
2015-12-03T16:52:21Z - Gernot
2015-12-03T16:52:23Z - sgxiang
2015-12-03T16:52:23Z - MPiccinato
2015-12-03T16:52:23Z - Jsvcycling
2015-12-03T16:52:26Z - pornel
2015-12-03T16:52:27Z - michel-moreau
2015-12-03T16:52:29Z - guilhermeprates
2015-12-03T16:52:32Z - jochenschneider
2015-12-03T16:52:33Z - vknabel
2015-12-03T16:52:34Z - netbe
2015-12-03T16:52:35Z - wmeddie
2015-12-03T16:52:36Z - aritaku
2015-12-03T16:52:36Z - RewLock
2015-12-03T16:52:37Z - scooterman
2015-12-03T16:52:37Z - pepyakin
2015-12-03T16:52:38Z - edgar-sanchez-is
2015-12-03T16:52:38Z - spion
Page: 16
https://api.github.com/repos/apple/swift/stargazers?page=16&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2015-12-03T16:52:38Z - westerlund
2015-12-03T16:52:39Z - wjybluse
2015-12-03T16:52:42Z - lsn-sokna
2015-12-03T16:52:43Z - jmah
2015-12-03T16:52:45Z - NalaGinrut
2015-12-03T16:52:46Z - aminaura
2015-12-03T16:52:50Z - metacosm
2015-12-03T16:52:52Z - vixentael
2015-12-03T16:52:53Z - gjeck
2015-12-03T16:52:53Z - sinoru
2015-12-03T16:52:55Z - oblitum
2015-12-03T16:53:00Z - armadsen
2015-12-03T16:53:00Z - fundon
2015-12-03T16:53:01Z - karimnaaji
2015-12-03T16:53:02Z - scott-fleischman
2015-12-03T16:53:02Z - megaman821
2015-12-03T16:53:04Z - AppsTitude
2015-12-03T16:53:07Z - englishm
2015-12-03T16:53:07Z - matatk
2015-12-03T16:53:11Z - questbeat
2015-12-03T16:53:11Z - Luxubu
2015-12-03T16:53:12Z - takahirom
2015-12-03T16:53:18Z - jbradforddillon
2015-12-03T16:53:22Z - awph
2015-12-03T16:53:23Z - victoriano
2015-12-03T16:53:23Z - thefotes
2015-12-03T16:53:24Z - lavluda
2015-12-03T16:53:30Z - kaishin
2015-12-03T16:53:31Z - adamhartford
2015-12-03T16:53:34Z - sideround
Page: 17
https://api.github.com/repos/apple/swift/stargazers?page=17&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2015-12-03T16:53:37Z - azare
2015-12-03T16:53:39Z - GabrielCousin
2015-12-03T16:53:40Z - 86
2015-12-03T16:53:40Z - jmmoore
2015-12-03T16:53:40Z - dennisso
2015-12-03T16:53:43Z - zombiyamo
2015-12-03T16:53:45Z - rafaelrinaldi
2015-12-03T16:53:47Z - sendhil
2015-12-03T16:53:52Z - folone
2015-12-03T16:53:55Z - rthor
2015-12-03T16:53:56Z - kennym
2015-12-03T16:54:01Z - stacymarie
2015-12-03T16:54:03Z - bobrown101
2015-12-03T16:54:04Z - arelenglish
2015-12-03T16:54:05Z - heyalexchoi
2015-12-03T16:54:05Z - edmundp
2015-12-03T16:54:06Z - noisysocks
2015-12-03T16:54:07Z - cruinh
2015-12-03T16:54:08Z - ferrettmerr
2015-12-03T16:54:09Z - jmbrocal
2015-12-03T16:54:09Z - evanriley
2015-12-03T16:54:10Z - nicolinuxfr
2015-12-03T16:54:13Z - Caligone
2015-12-03T16:54:17Z - ankit-cliqz
2015-12-03T16:54:18Z - rsanchezsaez
2015-12-03T16:54:18Z - vtourraine
2015-12-03T16:54:20Z - mauran
2015-12-03T16:54:20Z - marksuman
2015-12-03T16:54:20Z - tvon
2015-12-03T16:54:21Z - mbastian
Page: 18
https://api.github.com/repos/apple/swift/stargazers?page=18&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2015-12-03T16:54:22Z - petitviolet
2015-12-03T16:54:25Z - svisser
2015-12-03T16:54:26Z - armcknight
2015-12-03T16:54:26Z - scotteg
2015-12-03T16:54:26Z - nickelser
2015-12-03T16:54:27Z - platedbay
2015-12-03T16:54:27Z - Chilledheart
2015-12-03T16:54:28Z - sleroux
2015-12-03T16:54:29Z - bmeverett
2015-12-03T16:54:31Z - tesch
2015-12-03T16:54:34Z - FKlemke
2015-12-03T16:54:37Z - slash7
2015-12-03T16:54:39Z - eswick
2015-12-03T16:54:41Z - keeleysam
2015-12-03T16:54:42Z - kumarUjjawal
2015-12-03T16:54:44Z - abhinittiwari
2015-12-03T16:54:46Z - afabbro
2015-12-03T16:54:54Z - Gerst20051
2015-12-03T16:54:55Z - sadjow
2015-12-03T16:54:55Z - norio-nomura
2015-12-03T16:54:55Z - jadbox
2015-12-03T16:54:56Z - vscarpenter
2015-12-03T16:54:56Z - goshakkk
2015-12-03T16:54:57Z - kjessup
2015-12-03T16:54:57Z - joeoreilly
2015-12-03T16:54:59Z - bartcallant
2015-12-03T16:55:03Z - Robdel12
2015-12-03T16:55:03Z - lgw4
2015-12-03T16:55:08Z - ferose
2015-12-03T16:55:08Z - stefanceriu
Page: 19
https://api.github.com/repos/apple/swift/stargazers?page=19&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2015-12-03T16:55:09Z - arturgrigor
2015-12-03T16:55:09Z - diatrevolo
2015-12-03T16:55:09Z - tzuyangliu
2015-12-03T16:55:11Z - goldensuneur
2015-12-03T16:55:12Z - sharmajai
2015-12-03T16:55:14Z - philipamour
2015-12-03T16:55:15Z - avinassh
2015-12-03T16:55:18Z - mervynokm
2015-12-03T16:55:20Z - rgbkrk
2015-12-03T16:55:25Z - stefanmendoza
2015-12-03T16:55:26Z - alexandre
2015-12-03T16:55:28Z - Thomazr
2015-12-03T16:55:29Z - kitaji
2015-12-03T16:55:30Z - diegosanchezr
2015-12-03T16:55:30Z - arikis
2015-12-03T16:55:30Z - MarioBajr
2015-12-03T16:55:31Z - etolstoy
2015-12-03T16:55:31Z - sidp
2015-12-03T16:55:34Z - alejandrodumas
2015-12-03T16:55:35Z - diegommlima
2015-12-03T16:55:35Z - sdlitwi
2015-12-03T16:55:37Z - wmora
2015-12-03T16:55:37Z - jaishankar
2015-12-03T16:55:38Z - TylerKuster
2015-12-03T16:55:39Z - Siprah
2015-12-03T16:55:40Z - wangmchn
2015-12-03T16:55:42Z - mnymark
2015-12-03T16:55:43Z - rehatkathuria
2015-12-03T16:55:44Z - whee
2015-12-03T16:55:49Z - jacksondeane
Page: 20
https://api.github.com/repos/apple/swift/stargazers?page=20&access_token=8c2bc79c047f26f92f1a46ed52d6b1b47b9565c5
<Response [200]>
2015-12-03T16:55:49Z - BalestraPatrick
2015-12-03T16:55:50Z - romainbriche
2015-12-03T16:55:54Z - Shehryar
2015-12-03T16:55:57Z - DeepFriedTwinkie
2015-12-03T16:55:58Z - a-voronov
2015-12-03T16:55:58Z - nixzhu
2015-12-03T16:56:00Z - myfreeweb
2015-12-03T16:56:00Z - JagCesar
2015-12-03T16:56:00Z - kylebshr
2015-12-03T16:56:02Z - shgong
2015-12-03T16:56:06Z - PhilippeRiegert
2015-12-03T16:56:07Z - jordanekay
2015-12-03T16:56:07Z - tjmaynes
2015-12-03T16:56:12Z - geerlingguy
2015-12-03T16:56:13Z - njaremko
2015-12-03T16:56:13Z - damianesteban
2015-12-03T16:56:14Z - CodingMammoth
2015-12-03T16:56:16Z - c4mmcnamara
2015-12-03T16:56:17Z - uriahcarpenter
2015-12-03T16:56:18Z - delba
2015-12-03T16:56:20Z - cadizjavier
2015-12-03T16:56:24Z - rrbrambley
2015-12-03T16:56:24Z - lanceplaine
